k	numRecR	numNonRecR	numR	avgRating	posRatingRatio	negRatingRatio	maxRDay	avgRD	maxRD	extRatingRatio	avgL	stdL	avgPCW	maxPCW	avgPC	avgPC	avgOnePP	maxOnePP	avgRES	maxRES	avgPosScore	maxPosScore	avgNegScore	maxNegScore	avgSW	maxSW	avgOW	maxOW	fraction
grandma-bs-pittsburgh	14	3	17	4.76470588235	0.941176470588	0.0	1	0.387543252595	1.76470588235	0.823529411765	51.1176470588	34.5660192759	0.182293011937	0.375	0.0451365572209	0.0451365572209	0.0354019410168	0.0967741935484	0.159523809524	0.5	0.0628082147333	0.1	0.021975659021	0.0528846153846	0.115355627237	0.307692307692	0.884644372763	0.953488372093	0.176470588235
joe-and-pie-pittsburgh	35	8	43	3.44186046512	0.627906976744	0.279069767442	3	1.30557057869	2.44186046512	0.511627906977	95.8837209302	81.5934930438	0.169535617166	0.269230769231	0.0253758155803	0.0253758155803	0.0392259721993	0.0842105263158	0.157387412329	1.0	0.0542259169009	0.125	0.0291240224588	0.0758928571429	0.0822235548859	0.24	0.917776445114	1.0	0.186046511628
stagioni-pittsburgh	80	14	94	3.97872340426	0.734042553191	0.18085106383	2	0.967406066092	2.97872340426	0.510638297872	194.787234043	145.920108741	0.154495439931	0.238095238095	0.024238551696	0.024238551696	0.0486573950136	0.116883116883	0.147519656277	0.833333333333	0.0546733557784	0.134375	0.0287132493302	0.0766129032258	0.0914627742742	0.241379310345	0.908537225726	1.0	0.148936170213
boston-market-pittsburgh	9	1	10	3.4	0.5	0.2	1	1.2	2.4	0.5	105.2	79.1666596491	0.145922594522	0.214285714286	0.0252505422317	0.0252505422317	0.0431205255649	0.0814479638009	0.163333333333	0.5	0.0571542049066	0.0961538461538	0.0343349998952	0.0528846153846	0.104773560627	0.153846153846	0.895226439373	1.0	0.1
oishii-bento-pittsburgh	195	24	219	4.01826484018	0.794520547945	0.0456621004566	3	0.555868309668	3.01826484018	0.296803652968	103.0	83.3759708274	0.159692567064	0.363636363636	0.0248354405594	0.0248354405594	0.0393381069362	0.130434782609	0.112291539004	1.0	0.056306013187	0.75	0.027686540767	0.104166666667	0.100800440816	1.0	0.899199559184	1.0	0.109589041096
caffe-mona-la-bistro-pittsburgh	96	15	111	3.64864864865	0.648648648649	0.216216216216	2	1.14049184319	2.64864864865	0.468468468468	133.297297297	116.40134009	0.151465119573	0.27731092437	0.0253209827612	0.0253209827612	0.0485685286666	0.116822429907	0.155000242434	1.0	0.0532571524247	0.134259259259	0.0306701976432	0.0827922077922	0.0905249488284	0.266666666667	0.909475051172	1.0	0.135135135135
ditkas-pittsburgh-pittsburgh	144	16	160	3.725	0.66875	0.2	2	1.0803125	2.725	0.45625	138.4	151.033324137	0.159288233187	0.461538461538	0.0301666103283	0.0301666103283	0.0481424304578	0.176470588235	0.109527329374	1.0	0.0600052729076	0.170454545455	0.0292364802037	0.104166666667	0.0943752296676	0.307692307692	0.905624770332	1.0	0.1
daphne-cafe-pittsburgh	116	14	130	4.09230769231	0.8	0.0846153846154	3	0.78201183432	3.09230769231	0.484615384615	121.538461538	98.2168835436	0.150999223261	0.3	0.0263557867653	0.0263557867653	0.0399295637572	0.148148148148	0.166917066608	1.0	0.0628747115135	0.165178571429	0.0303615838566	0.2	0.105869020735	0.666666666667	0.894130979265	1.0	0.107692307692
how-lee-chinese-food-pittsburgh	191	27	218	3.78899082569	0.692660550459	0.174311926606	2	1.04460903964	2.78899082569	0.481651376147	115.440366972	103.409574131	0.152414644013	0.5	0.0328023214912	0.0328023214912	0.0394743571691	0.106060606061	0.11659261441	1.0	0.054264981027	0.333333333333	0.0306793316095	0.160444444444	0.101532517695	0.5	0.893880326341	1.0	0.123853211009
smiling-banana-leaf-pittsburgh	356	39	395	4.16202531646	0.807594936709	0.0886075949367	3	0.801909950329	3.16202531646	0.513924050633	123.670886076	111.319669867	0.165127357463	0.5	0.0331373893395	0.0331373893395	0.0467561356051	0.166666666667	0.161492097634	1.0	0.0589197741126	0.25	0.0307593515466	0.175	0.100009828499	0.5	0.899990171501	1.0	0.0987341772152
scoglios-greentree-pittsburgh	17	2	19	3.78947368421	0.631578947368	0.210526315789	1	1.0027700831	1.78947368421	0.368421052632	155.263157895	159.399809187	0.160065283498	0.241134751773	0.0248015008477	0.0248015008477	0.0434888541489	0.0851063829787	0.183111187059	1.0	0.0464014975182	0.105263157895	0.0314521848233	0.0509259259259	0.0798918605775	0.190476190476	0.920108139423	1.0	0.105263157895
cafe-io-pittsburgh	73	14	87	4.10344827586	0.804597701149	0.137931034483	2	0.906856916369	3.10344827586	0.574712643678	130.793103448	120.804880956	0.152817049887	0.6	0.0270352997228	0.0270352997228	0.0458353903558	0.111111111111	0.127957243906	1.0	0.0597847283685	0.15	0.0308670596195	0.0875	0.100052908528	0.666666666667	0.899947091472	1.0	0.16091954023
grand-concourse-restaurant-pittsburgh	270	51	321	3.64174454829	0.635514018692	0.230529595016	2	1.09086674236	2.64174454829	0.398753894081	163.607476636	147.98619686	0.149100030099	0.333333333333	0.0251930472752	0.0251930472752	0.0421806134047	0.210526315789	0.116027779729	1.0	0.056000937553	0.182291666667	0.0266849039145	0.0763888888889	0.0905848274335	0.4	0.909415172567	1.0	0.158878504673
rialto-pizza-pittsburgh	33	25	58	2.8275862069	0.465517241379	0.465517241379	2	1.46016646849	2.1724137931	0.51724137931	111.086206897	106.387269864	0.169126935521	0.415254237288	0.0371218426597	0.0371218426597	0.0472004306088	0.153846153846	0.124458635234	1.0	0.0470672014468	0.193181818182	0.0298490178631	0.0718390804598	0.0905601873028	0.222222222222	0.909439812697	1.0	0.431034482759
easy-street-pittsburgh	25	3	28	3.46428571429	0.535714285714	0.25	1	1.14540816327	2.46428571429	0.392857142857	126.0	68.3295585485	0.147153748197	0.253623188406	0.0225216451942	0.0225216451942	0.0399501257347	0.100436681223	0.0516929499072	0.5	0.0511858561191	0.107843137255	0.025414720127	0.0573770491803	0.0776571671836	0.134020618557	0.922342832816	1.0	0.107142857143
slice-on-broadway-pittsburgh	77	24	101	4.15841584158	0.792079207921	0.158415841584	2	0.999901970394	3.15841584158	0.663366336634	109.455445545	128.91339673	0.168674399886	0.285714285714	0.0332316577819	0.0332316577819	0.0369540002105	0.0975609756098	0.213576869544	1.0	0.0610259219236	0.193181818182	0.027880689106	0.0795454545455	0.09905710532	0.5	0.90094289468	1.0	0.237623762376
ephesus-mediterranean-kitchen-pittsburgh	86	17	103	3.60194174757	0.631067961165	0.242718446602	2	1.22085022151	2.60194174757	0.504854368932	124.300970874	116.597210158	0.159106384899	0.333333333333	0.0263622459629	0.0263622459629	0.0452182992702	0.108108108108	0.135330998559	1.0	0.0515663249706	0.291666666667	0.0323108579066	0.152777777778	0.0885921311218	0.5	0.911407868878	1.0	0.165048543689
mamma-lucia-pizza-pittsburgh	9	2	11	4.0	0.727272727273	0.0	1	0.545454545455	1.0	0.272727272727	84.9090909091	70.987136537	0.181350454723	0.307692307692	0.0268752014547	0.0268752014547	0.0350876294016	0.0923076923077	0.0757575757575	0.333333333333	0.0483658703996	0.0975609756098	0.028702912944	0.0535714285714	0.0893543640429	0.166666666667	0.910645635957	0.955555555556	0.181818181818
the-vandal-pittsburgh	93	12	105	4.09523809524	0.771428571429	0.104761904762	3	0.844444444445	3.09523809524	0.504761904762	149.628571429	132.441416134	0.159397597663	0.333333333333	0.0234786983318	0.0234786983318	0.0385226604661	0.12	0.121854815302	1.0	0.0609184889619	0.170454545455	0.0309983963667	0.0875	0.0985227178132	0.307692307692	0.901477282187	1.0	0.114285714286
the-commoner-corner-pittsburgh	4	1	5	3.6	0.6	0.2	1	0.88	1.6	0.2	86.0	27.741665415	0.136206928072	0.175675675676	0.0230904071774	0.0230904071774	0.0316398050812	0.0686274509804	0.0	0.0	0.0597563974975	0.0696721311475	0.0302730793296	0.0529891304348	0.101415243795	0.166666666667	0.898584756205	0.938461538462	0.2
il-burloni-la-pizza-e-cucina-pittsburgh	27	4	31	3.38709677419	0.612903225806	0.387096774194	1	1.52549427679	2.38709677419	0.612903225806	157.258064516	108.756006209	0.163048316631	0.261538461538	0.0265041359536	0.0265041359536	0.0361409194297	0.0813008130081	0.210188959786	0.75	0.0548499542311	0.1328125	0.0337955813294	0.0925925925926	0.0950903641501	0.2	0.90490963585	0.965517241379	0.129032258065
fernandos-cafe-pittsburgh	21	6	27	3.11111111111	0.481481481481	0.37037037037	2	1.22633744856	2.11111111111	0.37037037037	110.296296296	89.970700916	0.150957107982	0.24	0.0247438149831	0.0247438149831	0.0512771699504	0.133333333333	0.111111111111	1.0	0.0415962242313	0.0894396551724	0.0253598524885	0.0884146341463	0.0808237231695	0.206896551724	0.91917627683	1.0	0.222222222222
bravo-franco-ristorante-pittsburgh	51	43	94	1.95744680851	0.148936170213	0.744680851064	2	0.896333182436	3.04255319149	0.489361702128	172.223404255	121.910950606	0.152735279898	0.333333333333	0.0264088846737	0.0264088846737	0.0545600596311	0.138461538462	0.108183007955	0.875	0.0434082768181	0.1015625	0.033219773557	0.1125	0.0900884256647	0.25	0.909911574335	1.0	0.457446808511
moonlite-cafe-pittsburgh	23	4	27	4.18518518519	0.814814814815	0.111111111111	2	0.965706447189	3.18518518519	0.703703703704	144.851851852	116.763040735	0.158866832149	0.23	0.0280154927312	0.0280154927312	0.0431770090071	0.0909090909091	0.253069272977	1.0	0.0609080335786	0.138888888889	0.0271684050099	0.0504966887417	0.087246841317	0.2	0.912753158683	1.0	0.148148148148
piccolo-forno-pittsburgh	284	43	327	4.0122324159	0.737003058104	0.107033639144	3	0.839753481281	3.0122324159	0.467889908257	150.98470948	132.295690078	0.164148193722	1.0	0.032007937583	0.032007937583	0.0440211073671	0.127906976744	0.143120722739	1.0	0.0564372439744	0.354166666667	0.0283201567143	0.208333333333	0.101172538	1.0	0.895769358025	1.0	0.131498470948
hello-bistro-pittsburgh-3	53	5	58	3.41379310345	0.586206896552	0.275862068966	2	1.1355529132	2.41379310345	0.344827586207	139.862068966	98.7245293692	0.149648135091	0.222222222222	0.0226642034707	0.0226642034707	0.042578897832	0.0978723404255	0.127384364476	0.666666666667	0.0479397357144	0.125	0.0303330844291	0.08	0.0924523703214	0.272727272727	0.907547629679	1.0	0.0862068965517
hello-bistro-pittsburgh-2	58	7	65	3.72307692308	0.676923076923	0.184615384615	2	0.959526627219	2.72307692308	0.353846153846	136.076923077	107.627892823	0.16438837602	0.5	0.0281060012421	0.0281060012421	0.0403455249985	0.099173553719	0.136224678781	1.0	0.0482725494179	0.122767857143	0.0281247228309	0.111111111111	0.0930538721047	0.4	0.906946127895	1.0	0.107692307692
pickles-pizza-and-sandwich-emporium-pittsburgh	18	9	27	3.18518518519	0.444444444444	0.37037037037	2	1.31687242798	2.18518518519	0.481481481481	160.407407407	144.408951005	0.171070974169	0.3125	0.030933324331	0.030933324331	0.0415741659383	0.0950226244344	0.167317319169	1.0	0.0499175845799	0.1875	0.0273868635347	0.053125	0.0832688366843	0.222222222222	0.916731163316	1.0	0.333333333333
royal-place-restaurant-pittsburgh	6	4	10	2.5	0.4	0.5	2	1.5	2.5	0.6	75.1	44.3045144427	0.168886140495	0.230769230769	0.0346759879026	0.0346759879026	0.0538313801534	0.101123595506	0.341666666667	1.0	0.0487435216537	0.0975609756098	0.0445163720727	0.103365384615	0.097628500799	0.21875	0.902371499201	1.0	0.4
lydiahs-coffee-house-pittsburgh	18	1	19	4.73684210526	1.0	0.0	1	0.387811634349	0.736842105263	0.736842105263	84.1578947368	68.8516812912	0.156941876615	0.27868852459	0.0251358885105	0.0251358885105	0.0348907985472	0.0714285714286	0.173829679093	0.5	0.0659566202376	0.145161290323	0.031895634649	0.0690789473684	0.121719175996	0.210526315789	0.878280824004	0.958333333333	0.0526315789474
pho-minh-pittsburgh	74	8	82	3.91463414634	0.682926829268	0.0731707317073	3	0.7751338489	2.91463414634	0.353658536585	128.719512195	132.776657733	0.162264809967	0.266666666667	0.0319683249651	0.0319683249651	0.0458347932847	0.1875	0.0983014047635	1.0	0.0570399714903	0.155172413793	0.0292372691347	0.0805084745763	0.0976416482141	0.4	0.902358351786	1.0	0.0975609756098
brillobox-pittsburgh	132	21	153	3.54901960784	0.614379084967	0.183006535948	2	1.05087786749	2.54901960784	0.37908496732	161.647058824	138.011199251	0.153229534189	0.4	0.0279004983185	0.0279004983185	0.0417260953854	0.157894736842	0.0970002327815	1.0	0.0527908556273	0.291666666667	0.0269377547186	0.0833333333333	0.0911610035958	0.5	0.908838996404	1.0	0.137254901961
hunan-bar-pittsburgh	40	2	42	3.83333333333	0.714285714286	0.190476190476	1	1.0	2.83333333333	0.452380952381	134.214285714	110.57803444	0.144605077961	0.235294117647	0.0279721441192	0.0279721441192	0.0371310687401	0.102564102564	0.104606438535	1.0	0.0565906698867	0.208333333333	0.0295645605667	0.09375	0.111304748613	0.333333333333	0.888695251387	1.0	0.047619047619
everydays-a-sundae-pittsburgh	24	4	28	4.10714285714	0.821428571429	0.107142857143	2	0.892857142857	3.10714285714	0.607142857143	120.285714286	96.0865893508	0.154801503932	0.2125	0.0230314843955	0.0230314843955	0.043444234294	0.105263157895	0.152006029685	0.857142857143	0.0578015557794	0.190789473684	0.0271228696538	0.0652173913043	0.08938741744	0.3	0.91061258256	0.990825688073	0.142857142857
wangs-kitchen-pittsburgh	24	9	33	4.06060606061	0.787878787879	0.0909090909091	1	0.740128558311	3.06060606061	0.424242424242	115.181818182	88.7377663939	0.15903488156	0.413793103448	0.0295347440519	0.0295347440519	0.0422497848658	0.103448275862	0.174996720451	1.0	0.0576512052663	0.116379310345	0.0308764782746	0.0595238095238	0.0979117337743	0.227272727273	0.902088266226	1.0	0.272727272727
sumis-cakery-pittsburgh	51	5	56	4.53571428571	0.946428571429	0.0178571428571	2	0.563775510204	2.53571428571	0.607142857143	119.267857143	95.7805324448	0.164300224737	0.466666666667	0.0303933387851	0.0303933387851	0.040722179395	0.133333333333	0.189979425678	1.0	0.056395980013	0.0954861111111	0.0312747899149	0.0712025316456	0.0925062842548	0.192307692308	0.907493715745	1.0	0.0892857142857
bigelow-grille-pittsburgh	60	7	67	2.58208955224	0.238805970149	0.462686567164	2	1.07596346625	2.41791044776	0.34328358209	131.955223881	109.294813253	0.156204426478	0.333333333333	0.0239509452495	0.0239509452495	0.0415443089644	0.119266055046	0.112866637801	1.0	0.0531724758266	0.131944444444	0.0307753846787	0.1	0.0978715893877	0.272727272727	0.902128410612	1.0	0.10447761194
bea-taco-town-pittsburgh	63	8	71	4.25352112676	0.830985915493	0.0422535211268	2	0.693909938504	2.25352112676	0.464788732394	97.338028169	96.4283202603	0.159921702906	0.277777777778	0.0278099662003	0.0278099662003	0.0416485845217	0.112903225806	0.127411692376	1.0	0.0605086742838	0.15	0.0253851388953	0.0664893617021	0.099565751658	0.25	0.900434248342	1.0	0.112676056338
pasta-too-pittsburgh	6	0	6	4.16666666667	0.833333333333	0.166666666667	1	0.833333333334	2.16666666667	0.5	43.0	36.9052841745	0.139291187739	0.22	0.0366977299397	0.0366977299397	0.0309770114943	0.1	0.0	0.0	0.0991834291188	0.291666666667	0.0266762452107	0.045	0.0792938542938	0.142857142857	0.920706145706	1.0	0.0
cornerstone-restaurant-and-bar-pittsburgh	90	20	110	3.27272727273	0.490909090909	0.318181818182	2	1.16859504132	2.27272727273	0.354545454545	144.681818182	127.129134907	0.147639636317	0.25	0.023828925157	0.023828925157	0.0509110750333	0.140350877193	0.13076040266	1.0	0.0583725046876	0.154761904762	0.0311372599092	0.108974358974	0.0991760369625	0.272727272727	0.900823963038	1.0	0.181818181818
love-yogurt-pittsburgh-2	19	1	20	3.9	0.65	0.1	1	0.83	1.9	0.35	200.5	123.193546909	0.153756548093	0.237918215613	0.0227246215793	0.0227246215793	0.0500978969312	0.136363636364	0.125248068925	1.0	0.0532938723529	0.0857142857143	0.0296444871968	0.0737179487179	0.0903455739842	0.2	0.909654426016	0.958333333333	0.05
bluebird-kitchen-pittsburgh	179	18	197	3.86294416244	0.700507614213	0.172588832487	3	0.994047772423	2.86294416244	0.467005076142	137.0	110.718511697	0.157629040872	0.314285714286	0.0265594579338	0.0265594579338	0.0419814453519	0.104347826087	0.118743884188	1.0	0.0552051324299	0.75	0.0276777057214	0.125	0.0932546211788	1.0	0.906745378821	1.0	0.0913705583756
leons-caribbean-restaurant-pittsburgh	15	6	21	4.28571428571	0.809523809524	0.0952380952381	2	0.816326530612	2.28571428571	0.571428571429	87.9523809524	72.4184113596	0.16545578284	0.30303030303	0.031332760634	0.031332760634	0.0422024639074	0.16	0.1540713255	1.0	0.0599133056285	0.125	0.0264260582617	0.0480769230769	0.0986607254708	0.238095238095	0.901339274529	1.0	0.285714285714
sidelines-bar-and-grill-pittsburgh	64	10	74	3.7972972973	0.716216216216	0.175675675676	2	0.966033601168	2.7972972973	0.418918918919	119.675675676	83.4564311172	0.153423181313	0.375	0.0290706319544	0.0290706319544	0.0400242519076	0.143884892086	0.186112277846	1.0	0.0535958779281	0.375	0.0251722084968	0.0595238095238	0.0847128742682	0.5	0.915287125732	1.0	0.135135135135
stackd-burgers-and-beer-pittsburgh-3	32	15	47	3.44680851064	0.468085106383	0.234042553191	2	0.985966500679	2.44680851064	0.255319148936	146.744680851	151.168282737	0.156300989749	0.346153846154	0.0247427553954	0.0247427553954	0.0449633767996	0.106194690265	0.0984106319212	1.0	0.0529084718591	0.13	0.0265430999351	0.0709459459459	0.0860454003468	0.25	0.913954599653	1.0	0.31914893617
tasty-n-healthy-pittsburgh-2	15	3	18	4.72222222222	1.0	0.0	1	0.401234567901	0.722222222222	0.722222222222	107.166666667	65.5915390885	0.166994636088	0.265625	0.0274852802049	0.0274852802049	0.033610130168	0.0681818181818	0.218387939221	0.666666666667	0.0719816362087	0.14224137931	0.0256472670154	0.0408163265306	0.118589409489	0.25	0.881410590511	0.945205479452	0.166666666667
pizza-bellino-pittsburgh	54	20	74	2.83783783784	0.445945945946	0.459459459459	3	1.4996347699	2.16216216216	0.581081081081	119.608108108	100.103165375	0.166739210675	0.5	0.0294410819166	0.0294410819166	0.0496829828896	0.142857142857	0.158446504035	1.0	0.0482401305229	0.1875	0.0344648844172	0.0875	0.101838056343	0.5	0.898161943657	1.0	0.27027027027
garden-view-cafe-pittsburgh	2	1	3	3.33333333333	0.666666666667	0.333333333333	1	1.55555555556	2.33333333333	0.666666666667	128.333333333	29.8923996286	0.133083902501	0.152542372881	0.020790868884	0.020790868884	0.0370066389809	0.0532544378698	0.0833333333333	0.25	0.036792710766	0.0466101694915	0.0209513200526	0.0325443786982	0.0418035148372	0.0561797752809	0.958196485163	0.980769230769	0.333333333333
the-beerhive-pittsburgh	70	10	80	3.6875	0.65	0.175	2	0.93125	2.6875	0.3125	123.15	150.740182102	0.152155591587	0.333333333333	0.0307336115188	0.0307336115188	0.0316434152593	0.0966386554622	0.166538386131	1.0	0.0617532842147	0.1875	0.0246380773584	0.0853658536585	0.0911472110166	0.285714285714	0.908852788983	1.0	0.125
little-tokyo-pittsburgh	134	20	154	4.17532467532	0.811688311688	0.142857142857	2	0.942486085342	3.17532467532	0.636363636364	101.064935065	111.973656185	0.156155764474	0.301369863014	0.0322687439929	0.0322687439929	0.0413082687739	0.173913043478	0.131402982681	1.0	0.0635097402345	0.25	0.0303756089541	0.09375	0.109355159731	0.5	0.890644840269	1.0	0.12987012987
american-natural-pittsburgh	5	3	8	3.5	0.625	0.25	1	1.375	2.5	0.625	152.125	102.105873362	0.125490283563	0.186046511628	0.025073773256	0.025073773256	0.0421231346928	0.10480349345	0.147702991453	0.666666666667	0.0587396244238	0.16015625	0.0295498857412	0.0443313953488	0.101225903634	0.352941176471	0.898774096366	0.96875	0.375
bar-louie-pittsburgh-5	99	37	136	2.51470588235	0.257352941176	0.5	5	1.20588235294	2.48529411765	0.448529411765	122.875	113.013041771	0.151262588112	0.380952380952	0.0276221591863	0.0276221591863	0.0461294057241	0.108695652174	0.134348706623	1.0	0.0465441174559	0.135714285714	0.0297291563347	0.0862068965517	0.0915979704429	0.285714285714	0.908402029557	1.0	0.272058823529
la-tavola-italiana-pittsburgh	94	18	112	3.70535714286	0.678571428571	0.241071428571	2	1.16772959184	2.70535714286	0.5	184.053571429	180.063671243	0.146314622771	0.254098360656	0.0300890914634	0.0300890914634	0.0484884843954	0.115384615385	0.11920095728	0.85	0.0541527148302	0.147058823529	0.0299291200552	0.136363636364	0.0894360074027	0.333333333333	0.910563992597	1.0	0.160714285714
bar-louie-pittsburgh-6	44	34	78	2.85897435897	0.410256410256	0.525641025641	4	1.64661406969	2.14102564103	0.717948717949	95.0512820513	66.1369785691	0.144441054145	0.261538461538	0.0268187055747	0.0268187055747	0.0542219776741	0.126506024096	0.191241628742	1.0	0.0480946285992	0.157608695652	0.028092171799	0.0636666666667	0.0850783206429	0.307692307692	0.914921679357	1.0	0.435897435897
sienna-mercato-pittsburgh	492	67	559	3.79427549195	0.726296958855	0.16457960644	5	0.93568568969	2.79427549195	0.404293381038	142.864042934	137.107336008	0.149627633607	0.444444444444	0.024197599988	0.024197599988	0.0415850445586	0.2	0.14567629284	1.0	0.0544378843075	0.142857142857	0.0276802697407	0.141304347826	0.0900376338411	0.4	0.909962366159	1.0	0.119856887299
spoon-pittsburgh	245	24	269	4.05204460967	0.743494423792	0.100371747212	3	0.831663465128	3.05204460967	0.468401486989	187.907063197	165.434616029	0.157737464426	0.357142857143	0.024636929799	0.024636929799	0.0489162737327	0.121951219512	0.10839915177	0.75	0.0578582653913	0.1875	0.0280820792281	0.125	0.0925569036079	0.285714285714	0.907443096392	1.0	0.089219330855
francos-pizzeria-italiana-pittsburgh	28	8	36	4.36111111111	0.777777777778	0.0833333333333	1	0.958333333333	3.36111111111	0.833333333333	136.388888889	140.936407602	0.153080514006	0.215568862275	0.0289934311284	0.0289934311284	0.0389037827813	0.12	0.228277238383	1.0	0.0549152154527	0.0978260869565	0.0279219171933	0.0597133757962	0.0912685128029	0.183333333333	0.908731487197	1.0	0.222222222222
maxs-allegheny-tavern-pittsburgh	173	34	207	3.82125603865	0.705314009662	0.159420289855	2	0.976778921328	2.82125603865	0.449275362319	119.637681159	113.176016691	0.152925069963	0.5	0.0307362658737	0.0307362658737	0.036377830473	0.125	0.118498399958	1.0	0.0569106421827	0.1875	0.0262158986552	0.130434782609	0.0935220277265	0.333333333333	0.906477972273	1.0	0.164251207729
the-mintt-pittsburgh	80	21	101	3.22772277228	0.50495049505	0.326732673267	2	1.21556710126	2.22772277228	0.386138613861	112.623762376	115.290322427	0.161334083039	0.368421052632	0.0303765765254	0.0303765765254	0.0437817525432	0.15	0.0734973818036	1.0	0.0570529779568	0.130434782609	0.0370889888286	0.291666666667	0.116484223987	0.368421052632	0.883515776013	1.0	0.207920792079
primanti-bros-pittsburgh-8	233	21	254	3.3188976378	0.488188976378	0.283464566929	3	1.08233616467	2.3188976378	0.303149606299	120.547244094	93.4127015312	0.156839077626	0.333333333333	0.0278045709578	0.0278045709578	0.0423940181234	0.136363636364	0.112861674859	1.0	0.0482125275387	0.1875	0.0285880554067	0.0848214285714	0.0885066065575	0.3	0.911493393443	1.0	0.0826771653543
primanti-bros-pittsburgh-6	118	15	133	3.31578947368	0.518796992481	0.248120300752	3	1.07083498219	2.31578947368	0.315789473684	120.887218045	96.2033915379	0.161215218703	0.5	0.0284002159221	0.0284002159221	0.0411226900098	0.138461538462	0.175044644305	1.0	0.0456509974778	0.103260869565	0.0273979288412	0.0844594594595	0.077669371639	0.333333333333	0.922330628361	1.0	0.112781954887
primanti-bros-pittsburgh-5	87	11	98	3.73469387755	0.673469387755	0.183673469388	2	1.03082049146	2.73469387755	0.428571428571	117.653061224	120.675065652	0.155958699283	0.27027027027	0.0275724574667	0.0275724574667	0.0434981010614	0.114035087719	0.106070021249	0.666666666667	0.0545670517523	0.196428571429	0.0270554512204	0.0795454545455	0.0841852156719	0.333333333333	0.915814784328	1.0	0.112244897959
ds-six-pax-and-dogz-pittsburgh-2	298	37	335	4.22686567164	0.84776119403	0.0567164179104	3	0.710822009356	3.22686567164	0.483582089552	126.262686567	112.383470442	0.156592943925	0.5	0.0269664303175	0.0269664303175	0.0351120533889	0.150943396226	0.154863668987	1.0	0.0541992168147	0.35	0.0253711734275	0.0892857142857	0.0836687759145	0.428571428571	0.916331224085	1.0	0.110447761194
tenders-pittsburgh-pittsburgh	14	2	16	3.1875	0.5625	0.25	1	1.0390625	2.1875	0.25	169.5	171.973835219	0.143407726631	0.194968553459	0.0220335024925	0.0220335024925	0.0346508239636	0.0814814814815	0.0626588085827	0.5	0.0525331255704	0.122023809524	0.0323816294531	0.0777027027027	0.0944099883131	0.217391304348	0.905590011687	1.0	0.125
otb-bicycle-café-pittsburgh-2	158	19	177	3.78531073446	0.689265536723	0.152542372881	2	0.906125315204	2.78531073446	0.361581920904	149.525423729	151.331792762	0.160349888354	0.307692307692	0.026619266952	0.026619266952	0.0380568871476	0.132352941176	0.138378794272	1.0	0.0552641315668	0.130681818182	0.0285980584712	0.21875	0.0974642727273	0.5	0.902535727273	1.0	0.107344632768
atrias-restaurant-and-tavern-pittsburgh-2	63	17	80	3.5375	0.55	0.25	1	1.15875	2.5375	0.4125	161.0625	160.990476718	0.153974150315	0.37037037037	0.0262035221577	0.0262035221577	0.0444147108447	0.10447761194	0.126278596072	1.0	0.0567264246087	0.157608695652	0.0268108365451	0.0815217391304	0.0920700620675	0.333333333333	0.907929937933	1.0	0.2125
ten-penny-pittsburgh	267	57	324	3.04012345679	0.404320987654	0.37037037037	3	1.14656683432	2.04012345679	0.364197530864	169.962962963	146.755292621	0.146625932713	0.27304964539	0.0240353105665	0.0240353105665	0.0470520795826	0.128571428571	0.105728974306	1.0	0.0535420444824	0.25	0.0303333034832	0.0807291666667	0.0956675652138	0.4	0.904332434786	1.0	0.175925925926
kavsar-restaurant-pittsburgh-3	65	17	82	4.18292682927	0.853658536585	0.0853658536585	2	0.757287328971	3.18292682927	0.512195121951	130.62195122	157.15012554	0.149411978978	0.266666666667	0.0271714425743	0.0271714425743	0.0481756681963	0.166666666667	0.170617570939	1.0	0.063585720102	0.2	0.028611267331	0.102941176471	0.104653646026	0.4	0.895346353974	1.0	0.207317073171
heinz-usa-pittsburgh	4	0	4	4.75	1.0	0.0	1	0.375	0.75	0.75	93.0	70.0392746964	0.151041325621	0.265306122449	0.0327690948414	0.0327690948414	0.0250812446191	0.0505050505051	0.0833333333333	0.333333333333	0.0449584000267	0.075	0.0225226833158	0.0375	0.0258491508491	0.0384615384615	0.974150849151	1.0	0.0
silk-elephant-pittsburgh	157	20	177	3.62146892655	0.621468926554	0.169491525424	2	0.978965176035	2.62146892655	0.338983050847	138.531073446	126.285303373	0.159579580052	0.4	0.0285374321627	0.0285374321627	0.0461577681681	0.137931034483	0.121472488968	1.0	0.0542958152615	0.145833333333	0.0351242453678	0.53125	0.105981297291	1.0	0.894018702709	1.0	0.112994350282
nanas-place-by-gibsons-pittsburgh	3	0	3	3.33333333333	0.666666666667	0.333333333333	1	1.55555555556	2.33333333333	0.666666666667	204.0	84.2060963747	0.167561053045	0.206451612903	0.0206324922042	0.0206324922042	0.0299022065151	0.0548387096774	0.0703703703703	0.111111111111	0.0478045289537	0.0612980769231	0.0412440419497	0.0588942307692	0.123393988559	0.169811320755	0.876606011441	0.905263157895	0.0
z-best-bbq-pittsburgh	13	1	14	4.5	0.928571428571	0.0714285714286	1	0.642857142857	2.5	0.642857142857	81.4285714286	31.9412726415	0.189284802929	0.384615384615	0.0414703769857	0.0414703769857	0.0405529381742	0.115942028986	0.121544526902	0.714285714286	0.0520785697354	0.095	0.0307856904857	0.0747126436782	0.0980138449647	0.156862745098	0.901986155035	1.0	0.0714285714286
